id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Sigourney Weaver,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Sigourney Weaver,Dune Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Sigourney Weaver,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Sigourney Weaver,Lightstorm Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Stephen Lang,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Stephen Lang,Ingenious Film Partners,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Stephen Lang,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Stephen Lang,Twentieth Century Fox Film Corporation,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Stephen Lang,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Stephen Lang,Dune Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Stephen Lang,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Stephen Lang,Lightstorm Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Michelle Rodriguez,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Michelle Rodriguez,Ingenious Film Partners,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Michelle Rodriguez,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Michelle Rodriguez,Twentieth Century Fox Film Corporation,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Michelle Rodriguez,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Michelle Rodriguez,Dune Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
19995,tt0499549,9.432768,237000000,2781505847,Avatar,Michelle Rodriguez,http://www.avatarmovie.com/,James Cameron,Enter the World of Pandora.,culture clash|future|space war|space colony|society,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162,Michelle Rodriguez,Lightstorm Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Harrison Ford,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Harrison Ford,Lucasfilm,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Harrison Ford,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Harrison Ford,Truenorth Productions,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Harrison Ford,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Harrison Ford,Bad Robot,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Mark Hamill,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Mark Hamill,Lucasfilm,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Mark Hamill,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Mark Hamill,Truenorth Productions,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Mark Hamill,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Mark Hamill,Bad Robot,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Carrie Fisher,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Carrie Fisher,Lucasfilm,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Carrie Fisher,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Carrie Fisher,Truenorth Productions,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Carrie Fisher,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Carrie Fisher,Bad Robot,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Adam Driver,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Adam Driver,Lucasfilm,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Adam Driver,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Adam Driver,Truenorth Productions,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Adam Driver,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Adam Driver,Bad Robot,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Daisy Ridley,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Daisy Ridley,Lucasfilm,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Daisy Ridley,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Daisy Ridley,Truenorth Productions,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
140607,tt2488496,11.173104,200000000,2068178225,Star Wars: The Force Awakens,Daisy Ridley,http://www.starwars.com/films/star-wars-episode-vii,J.J. Abrams,Every generation has a story.,android|spaceship|jedi|space opera|3d,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",136,Daisy Ridley,Bad Robot,12/15/15,5292,7.5,2015,183999919.040035,1902723129.80182
597,tt0120338,4.355219,200000000,1845034188,Titanic,Kate Winslet,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Kate Winslet,Paramount Pictures,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Kate Winslet,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Kate Winslet,Twentieth Century Fox Film Corporation,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Kate Winslet,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Kate Winslet,Lightstorm Entertainment,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Leonardo DiCaprio,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Leonardo DiCaprio,Paramount Pictures,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Leonardo DiCaprio,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Leonardo DiCaprio,Twentieth Century Fox Film Corporation,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Leonardo DiCaprio,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Leonardo DiCaprio,Lightstorm Entertainment,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Frances Fisher,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Frances Fisher,Paramount Pictures,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Frances Fisher,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Frances Fisher,Twentieth Century Fox Film Corporation,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Frances Fisher,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Frances Fisher,Lightstorm Entertainment,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Billy Zane,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Billy Zane,Paramount Pictures,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Billy Zane,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Billy Zane,Twentieth Century Fox Film Corporation,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Billy Zane,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Billy Zane,Lightstorm Entertainment,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Kathy Bates,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Kathy Bates,Paramount Pictures,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Kathy Bates,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Kathy Bates,Twentieth Century Fox Film Corporation,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
597,tt0120338,4.355219,200000000,1845034188,Titanic,Kathy Bates,http://www.titanicmovie.com/menu.html,James Cameron,Nothing on Earth could come between them.,shipwreck|iceberg|ship|panic|titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc̩, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",194,Kathy Bates,Lightstorm Entertainment,11/18/97,4654,7.3,1997,271692064.214419,2506405735.41947
24428,tt0848228,7.637767,220000000,1519557910,The Avengers,Robert Downey Jr.,http://marvel.com/avengers_movie/,Joss Whedon,Some assembly required.,new york|shield|marvel comic|comic|superhero,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",143,Robert Downey Jr.,Marvel Studios,4/25/12,8903,7.3,2012,208943741.897494,1443191435.20607
